"Month","Hour","Day of Week","Council District (Start)","sum_trip_distance","Year (US/Central)"
"8","15","4","1","139,658.21961024065","2,021"
"8","21","3","2","5,803","2,021"
"1","5","6","10","1,204","2,020"
"8","12","0","9","410,844.77047043444","2,021"
"10","22","1","2","34,542","2,018"
"9","14","0","4","3,682","2,018"
"3","23","4","4","31,770","2,022"
"12","5","2","5","22,918","2,019"
"7","4","0","None","1,884","2,020"
"6","22","1","8","90,862.22697332912","2,021"
"1","21","3","7","108,813","2,019"
"6","16","3","None","2,003","2,020"
"10","18","0","10","2,470","2,020"
"9","9","6","3","46,960.95149757235","2,020"
"7","13","1","5","39,747","2,020"
"5","16","0","10","40,716","2,019"
"9","20","5","1","567,271.85199980898","2,020"
"12","16","5","3","22,949,650","2,019"
"12","21","1","9","3,482,072","2,018"
"7","12","1","3","62,298.51108442161","2,020"
"7","10","3","2","11,249","2,019"
"5","11","3","10","595","2,019"
"12","22","1","2","16,828","2,019"
"7","19","1","9","2,079,837.67347438271","2,021"
"8","2","6","3","1,549,809.72016413701","2,021"
"8","2","4","10","5,698","2,020"
"6","22","1","5","159,667.33523185766","2,020"
"6","5","0","2","509","2,019"
"5","13","2","2","123","2,021"
"8","5","1","1","42,667.8311668847","2,020"
"4","15","6","3","81,230","2,018"
"2","13","1","1","1,329","2,021"
"9","0","1","8","15,326","2,018"
"10","1","3","9","2,348,850.77287962871","2,020"
"4","0","3","9","479,981","2,020"
"5","23","1","8","6,648","2,020"
"8","19","5","4","3,135","2,019"
"7","14","2","9","757,074","2,018"
"3","3","1","8","4,698.91920221436","2,022"
"9","19","0","2","1,447","2,019"
"7","19","5","8","179,164","2,018"
"3","11","5","10","6,648","2,019"
"3","10","3","5","5,855","2,022"
"7","11","3","1","33,709.37975598843","2,021"
"10","4","5","4","4,104","2,018"
"4","11","6","3","45,979","2,019"
"7","1","1","0","6,476","2,019"
"10","23","0","10","5,658","2,020"
"9","2","5","8","21,437","2,018"
"4","18","0","0","85,659","2,018"
"4","3","4","3","693,261","2,019"
"11","2","3","4","89,293","2,018"
"4","19","0","3","435,466.89291699423","2,021"
"7","18","4","8","85,971.94248796597","2,021"
"8","7","4","8","4,540","2,019"
"4","0","4","1","59,648","2,018"
"8","18","3","7","810","2,018"
"1","10","4","9","48,071.76066655938","2,022"
"10","8","6","5","52,744","2,019"
"1","14","4","2","5,117","2,019"
"3","5","5","1","227,132.4774768695","2,021"
"3","19","5","3","23,226,741.34577447436","2,020"
"3","16","0","9","1,597,286.32934243372","2,022"
"10","6","0","9","1,079,439","2,019"
"4","1","5","5","15,597","2,020"
"5","19","4","5","435,288","2,019"
"3","19","6","5","390,663.92666626615","2,021"
"4","18","5","4","16,767","2,021"
"8","18","2","9","1,587,186.91273776801","2,021"
"2","0","0","1","344,429.9106463704","2,022"
"8","1","6","7","66,469","2,019"
"9","15","2","2","18,767","2,021"
"6","12","6","9","228,866.39282814449","2,021"
"11","2","5","7","142","2,021"
"5","5","5","10","781","2,020"
"12","5","0","4","10,280","2,018"
"4","0","2","7","38,879","2,020"
"12","1","0","10","42,945","2,018"
"2","8","2","9","75,652.80866067304","2,021"
"10","16","6","3","363,380.15743633753","2,020"
"2","18","6","7","10,806","2,021"
"11","2","6","10","27,211.78500111406","2,020"
"12","1","2","10","7,752","2,019"
"11","22","1","3","441,848","2,019"
"1","15","5","None","459,300","2,022"
"4","14","1","9","4,465,351","2,019"
"8","8","6","9","5,723,768.97969055066","2,020"
"9","10","6","5","85,554.9758516694","2,021"
"7","8","3","3","27,446","2,020"
"4","13","0","3","694,379","2,019"
"6","21","6","9","7,445,598","2,019"
"4","14","1","6","18","2,021"
"7","14","1","8","7,290","2,019"
"3","20","3","None","611,433","2,022"
"6","12","0","5","83,047","2,019"
"8","22","1","2","7,194","2,019"
"3","5","6","1","287,496.82034314198","2,020"
"8","2","1","2","4,214","2,019"
"10","15","2","10","7,616","2,020"
"11","6","0","1","39,501","2,020"
"5","12","4","4","917","2,019"
"6","5","5","3","352,259.49185405906","2,020"
"1","11","2","9","254,516","2,020"
"2","14","0","5","6,362","2,021"
"9","19","4","0","24,285","2,018"
"2","4","1","2","0","2,022"
"3","13","0","3","71,123","2,021"
"6","20","6","8","114,221","2,018"
"8","8","6","9","447,627","2,018"
"8","10","1","5","4,952","2,019"
"11","10","5","1","15,522","2,018"
"10","7","5","2","11,061","2,021"
"6","22","0","7","15,712","2,019"
"11","17","0","2","11","2,021"
"3","5","3","4","20,657","2,021"
"11","23","2","7","70","2,021"
"10","1","4","0","275,422","2,018"
"3","16","3","1","126,804.79549254991","2,020"
"5","14","4","3","284,982.72791472526","2,021"
"10","16","5","2","18,701","2,019"
"9","15","6","10","49,281","2,019"
"7","16","6","4","3,556","2,021"
"5","14","6","2","459","2,021"
"3","12","1","2","16","2,019"
"6","12","5","9","341,139.60604843442","2,021"
"1","18","1","10","4,456","2,022"
"11","20","6","2","78","2,019"
"7","16","2","5","77,999.57904318801","2,021"
"4","2","6","1","122,558.02477097465","2,022"
"3","18","5","2","17,770","2,021"
"1","17","6","2","18,893","2,019"
"4","2","4","9","2,871,473.18816650728","2,021"
"5","11","3","3","72,541","2,021"
"1","5","6","3","401,309.64921103984","2,022"
"12","7","0","4","21,322","2,018"
"12","20","0","9","6,793,758","2,018"
"7","22","3","10","11,854","2,018"
"7","18","4","6","20,002","2,021"
"1","17","1","3","209,305","2,020"
"3","9","0","1","29,162","2,022"
"3","6","1","5","73,827.20084278684","2,021"
"10","16","1","9","142,031,465","2,019"
"7","10","0","9","213,928","2,019"
"5","6","0","1","78,242","2,019"
"2","0","5","8","49,966","2,020"
"4","17","1","0","61,767","2,018"
"1","22","0","4","18,853","2,020"
"10","15","3","7","21,728","2,018"
"11","4","3","1","85,287","2,019"
"12","21","3","8","83,658.43936099292","2,021"
"2","2","1","8","921","2,021"
"11","1","6","7","271,792","2,018"
"4","17","4","7","14,672","2,019"
"7","19","6","3","376,307.70447589106","2,020"
"7","14","0","1","15,724.36107299708","2,020"
"1","11","3","5","2,120","2,020"
"5","19","5","8","11,450","2,020"
"6","3","0","8","2,728","2,019"
"10","20","6","3","47,250,211","2,019"
"6","6","3","8","4,312","2,019"
"9","21","0","2","4,807","2,019"
"7","12","2","5","27,239","2,021"
"12","19","3","0","32,368","2,018"
"8","0","5","3","671,699","2,018"
"2","16","3","1","11,285","2,021"
"3","8","5","3","191,104.2746428607","2,021"
"2","4","5","7","22,457","2,019"
"2","12","0","10","834","2,020"
"2","3","2","9","534,107.33229000108","2,021"
"1","20","6","7","8,856","2,020"
"4","2","5","7","463","2,022"
"12","1","0","1","209,314","2,019"
"1","13","2","3","85,462","2,022"
"1","2","5","10","1,254","2,020"
"8","15","5","10","25,349","2,021"
"6","23","2","3","850,983.64331380262","2,021"
"2","23","2","3","122,226","2,021"
"4","23","3","1","551,314","2,019"
"9","8","0","10","117","2,020"
"11","15","6","7","3,066","2,021"
"1","10","2","1","3,906","2,022"
"8","8","6","3","615,602.99007935839","2,021"
"8","23","0","10","18,133","2,018"
"9","18","4","9","3,872,995.6183113522","2,021"
"1","4","2","6","739","2,019"
"1","17","0","5","183,102","2,019"
"12","2","3","1","175,594.10567825786","2,021"
"6","1","6","7","16,243","2,019"
"12","11","0","3","27,232","2,018"
"11","22","5","7","4,306","2,020"
"8","10","2","3","48,087.17250660798","2,021"
"10","16","3","9","802,395.37140721877","2,020"
"2","7","0","1","31,809","2,020"
"7","16","2","1","224,620","2,019"
"11","21","0","10","55,963","2,018"
"1","11","2","9","46,381.85463555495","2,021"
"10","22","4","3","806,830","2,018"
"7","1","1","8","76,041","2,019"
"12","20","0","9","1,544,991.43741836557","2,020"
"3","18","6","1","650,214.18408821439","2,021"
"11","17","4","None","1,036,304","2,020"
"4","14","6","3","221,297.84282613293","2,021"
"11","7","3","5","18,741","2,020"
"3","8","5","1","208,866.36842391084","2,022"
"10","5","0","9","2,509,440.82149036163","2,021"
"4","1","2","3","671,491","2,019"
"7","20","2","7","1,894","2,021"
"1","8","1","3","47,941","2,022"
"7","2","5","8","60,246","2,019"
"8","4","4","5","120,667.57735090287","2,021"
"9","20","5","3","472,494.59867972698","2,020"
"7","22","1","5","84,016.47527316652","2,020"
"11","3","6","4","1,399","2,021"
"8","5","4","1","137,275.23870474731","2,021"
"5","18","2","4","5,560","2,021"
"3","19","0","5","99,825.63302639629","2,020"
"2","15","0","7","14,904","2,019"
"11","17","2","1","132,584.75044246459","2,021"
"10","10","1","5","6,476","2,019"
"3","21","6","10","57,427.10793106608","2,021"
"1","11","2","2","2,821","2,020"
"5","20","4","9","312,757","2,018"
"10","3","5","4","4,556","2,020"
"5","19","3","5","186,726","2,021"
"9","22","6","4","32,616","2,019"
"7","17","6","3","213,835.4164511832","2,020"
"8","23","2","8","25,464.65024082555","2,021"
"4","10","1","5","5,262","2,020"
"3","18","4","1","664,063.08681230215","2,022"
"2","0","2","9","995,192.42355267287","2,021"
"8","0","6","8","101,510","2,019"
"5","8","4","4","637","2,021"
"5","6","4","5","107,750.18659517105","2,021"
"11","15","2","4","14,702","2,018"
"11","1","1","3","504,106.32382054786","2,021"
"8","3","5","3","1,657,488","2,019"
"3","14","3","9","2,980,702","2,019"
"2","20","3","3","9,527,591.23603660543","2,022"
"12","19","2","0","34,097","2,018"
"6","19","3","2","12,714","2,021"
"3","14","0","8","18,687","2,022"
"11","1","0","9","2,750,945","2,018"
"11","9","3","5","2,860","2,021"
"6","17","3","8","6,231","2,021"
"2","14","2","5","100,844","2,020"
"4","12","6","8","8,699.72133065071","2,021"
"7","23","3","10","18,996","2,021"
"2","0","1","10","30,079","2,020"
"1","5","5","3","552,092.39744516082","2,022"
"12","1","0","9","104,614,138","2,019"
"2","19","0","None","277,738","2,022"
"2","20","0","3","122,898","2,021"
"6","23","3","8","2,625","2,018"
"12","23","2","4","10,407","2,019"
"2","6","6","1","101,035.97742891239","2,021"
"12","2","0","2","3,186","2,019"
"1","17","3","5","46,310","2,022"
"1","4","1","2","4,463","2,019"
"12","22","5","0","37,872","2,019"
"4","12","2","2","727","2,019"
"8","5","3","9","604,992","2,018"
"8","3","2","8","17,938","2,018"
"10","18","0","1","124,158.119334846","2,020"
"4","16","2","4","6,193","2,020"
"4","5","2","4","4,110","2,019"
"6","12","4","9","324,595.88537381654","2,021"
"3","9","5","2","860","2,022"
"2","0","2","7","18,498","2,020"
"6","17","6","10","33,495","2,021"
"12","14","3","9","1,153,582","2,018"
"3","19","0","4","4,947","2,021"
"9","4","3","1","87,991","2,019"
"10","21","6","8","138,835","2,018"
"5","11","6","3","73,518","2,021"
"8","12","5","8","36,835","2,019"
"8","1","6","1","477,309.75240873945","2,020"
"9","12","2","9","178,833.29534377598","2,020"
"5","15","2","1","70,849","2,020"
"2","8","6","5","12,266","2,021"
"8","3","1","0","693","2,019"
"10","21","3","4","7,673","2,019"
"1","19","1","2","6,050","2,020"
"8","19","1","8","64,516.00938580639","2,021"
"5","18","3","10","26,469","2,021"
"4","7","6","5","4,168","2,020"
"10","8","0","1","6,038","2,018"
"10","11","2","3","91,785","2,019"
"1","6","1","1","19,221.72287425392","2,021"
"7","22","3","3","836,103.84243516075","2,021"
"7","23","3","8","31,546","2,018"
"4","18","6","3","1,038,292.01010086687","2,021"
"6","18","3","10","4,688","2,018"
"8","18","1","10","1,032","2,020"
"1","2","2","1","639,181","2,019"
"1","21","0","10","77,711","2,019"
"4","1","6","0","5,717","2,019"
"3","15","2","5","101,846.35539130175","2,022"
"1","21","0","5","368,750","2,019"
"7","23","1","8","25,171","2,020"
"3","22","1","9","9,943,482","2,019"
"7","15","4","8","2,195","2,020"
"1","4","0","7","631","2,020"
"11","21","6","None","28,336","2,020"
"11","22","2","3","402,889","2,019"
"12","9","2","3","16,548","2,020"
"12","6","1","5","28,411","2,020"
"9","3","2","9","1,776,477.35053458607","2,020"
"10","11","5","5","11,488","2,018"
"1","12","5","3","51,635","2,019"
"9","17","5","7","13,562","2,018"
"3","5","4","4","28,632","2,022"
"4","16","1","1","85,901","2,018"
"11","14","6","8","1,963","2,019"
"7","15","1","3","468,980","2,019"
"3","12","0","1","9,989","2,021"
"12","22","3","10","17,331","2,019"
"3","13","5","10","1,051","2,022"
"7","15","5","3","257,642.09265365194","2,020"
"12","8","3","None","8,891","2,020"
"10","12","3","4","0","2,018"
"9","3","2","9","2,217,014.31007639112","2,021"
"6","11","0","9","242,234","2,019"
"6","3","0","9","2,885,293","2,019"
"1","19","4","3","262,442.93152534659","2,021"
"5","3","3","7","5,422","2,020"
"9","18","5","5","669,743","2,019"
"8","20","6","7","6,400","2,021"
"11","2","4","7","69,888","2,019"
"8","11","4","8","3,942","2,019"
"2","8","1","5","11,211","2,019"
"12","8","5","5","6,051","2,018"
"2","15","5","5","21,176.73571599214","2,021"
"3","13","2","9","264,313.44924492456","2,021"
"4","9","6","5","5,084","2,019"
"4","17","5","8","5,333","2,022"
"9","2","1","4","1,646","2,020"
"2","1","1","1","206,182.97754673174","2,022"
"8","11","4","1","26,945","2,018"
"10","9","1","4","862","2,018"
"4","2","6","10","13,447","2,022"
"2","18","2","3","103,770","2,021"
"9","18","6","3","590,022","2,018"
"2","23","6","4","5,529","2,021"
"6","20","1","5","52,758","2,018"
"1","20","3","7","2,374","2,022"
"5","15","5","10","18,714","2,019"
"11","4","0","4","2,722","2,020"
"7","21","5","8","192,228","2,018"
"7","4","2","7","14,074","2,021"
"9","21","2","8","37,072","2,019"
"6","13","5","3","333,127","2,019"
"10","3","6","1","289,976.57707750021","2,020"
"11","5","2","4","10,825","2,018"
"2","21","3","10","2,897","2,022"
"2","22","4","5","358,249","2,019"
"7","13","5","3","215,527","2,019"
"6","22","5","5","703,679.25527597289","2,021"
"7","14","1","9","3,451,337","2,019"
"8","4","4","9","997,132","2,018"
"10","4","3","10","17,547","2,020"
"1","19","3","8","13,046","2,020"
"4","1","4","7","5,124","2,022"
"8","17","4","2","14,771","2,021"
"10","16","1","3","197,962","2,018"
"8","23","5","2","844","2,021"
"6","12","0","1","20,404","2,021"
"5","23","0","8","134,093.69646176175","2,021"
"9","13","5","5","83,741.22277346479","2,021"
"5","14","4","3","798,355","2,019"
"7","17","2","2","193","2,018"
"7","2","6","0","1,639","2,019"
"12","3","5","1","126,149.13723649583","2,020"
"9","1","5","7","23,263","2,019"
"9","23","5","9","94,417,904","2,019"
"2","2","2","9","2,900,299","2,019"
"7","6","1","1","25,457","2,019"
"10","0","6","7","23,313","2,019"
"3","11","1","4","3,963","2,021"
"11","15","4","7","71,394","2,018"
"4","14","5","9","338,929.64163222861","2,022"
"2","6","2","3","111,233","2,019"
"4","17","1","9","1,295,055","2,018"
"4","21","2","4","5,597","2,020"
"11","13","1","2","1,258","2,018"
"5","2","2","6","30","2,021"
"8","1","6","10","56,109","2,018"
"10","0","4","3","727,746","2,018"
"2","3","6","3","611,454","2,019"
"8","5","6","4","445","2,018"
"4","5","5","10","4","2,022"
"1","21","0","10","40,933","2,022"
"4","19","5","1","56,734","2,018"
"6","7","3","8","9,590","2,019"
"10","18","3","9","2,402,319.8919501137","2,021"
"3","22","2","1","1,132,346","2,019"
"3","16","0","2","12,075","2,022"
"11","23","6","10","177,178","2,018"
"8","14","2","9","2,448,724","2,019"
"6","7","4","3","242,503.22543640185","2,021"
"7","23","5","4","18,652","2,019"
"9","4","3","10","896","2,018"
"1","17","0","7","56,401","2,019"
"8","14","6","7","11,384","2,021"
"6","3","1","1","230,431","2,019"
"8","15","0","4","833","2,018"
"3","18","3","10","36,965","2,022"
"10","7","4","1","47,674","2,019"
"6","21","5","8","84,896.22270836332","2,020"
"11","7","6","5","24,136","2,018"
"12","22","2","4","79,049","2,018"
"4","2","1","5","99,370","2,021"
"6","1","4","9","353,758,433.19778315747","2,020"
"2","0","5","3","221,935.288446534","2,021"
"7","5","3","10","6,961","2,019"
"10","22","0","0","699,189","2,018"
"4","15","6","8","5,467","2,018"
"4","19","0","9","2,709,831.56739840798","2,021"
"5","4","2","8","5,323","2,019"
"11","23","0","5","200,389","2,021"
"3","19","4","5","529,985","2,019"
"11","22","4","5","237,964.25031651579","2,021"
"12","0","5","9","2,302,257","2,019"
"5","19","4","1","13,484","2,018"
"2","18","0","4","4,853","2,022"
"3","8","5","2","1,453","2,019"
"1","21","3","5","192,972","2,020"
"2","0","6","9","7,262,218","2,019"
"5","23","5","7","13,891","2,020"
"11","1","0","5","161,349","2,018"
"6","0","2","None","10,694","2,021"
"4","1","1","7","8,121","2,021"
"9","7","4","3","278,978.59266349841","2,021"
"10","6","6","None","1,102","2,021"
"4","2","3","9","3,487,885.58799686393","2,021"
"8","17","4","9","5,946,784","2,018"
"10","8","3","1","9,540","2,018"
"10","5","5","5","306,259.95056810031","2,021"
"6","10","0","5","22","2,021"
"7","17","1","0","12,985","2,018"
"12","7","1","10","1,262","2,018"
"7","23","6","None","1,963,903","2,020"
"1","7","6","5","22,573","2,021"
"10","4","0","1","70,535","2,018"
"5","22","3","1","78,289","2,020"
"12","23","2","2","731","2,019"
"2","6","6","9","25,900,977","2,020"
"1","22","0","4","71,141","2,019"
"5","23","4","10","18,466","2,020"
"10","17","1","8","6,851","2,021"
"4","12","0","3","5,686","2,018"
"11","21","2","None","528","2,018"
"6","2","2","10","8,382","2,019"
"3","21","1","3","1,148,756","2,019"
"10","16","3","1","23,088,034","2,019"
"4","2","5","8","28,058","2,021"
"9","17","4","2","2,789","2,021"
"1","16","0","9","1,017,379","2,020"
"9","6","6","1","253,368","2,019"
"1","3","5","3","248,961.47884655937","2,021"
"11","1","3","9","47,828,215","2,019"
"9","21","1","8","49,667","2,021"
"3","2","2","None","8,882","2,021"
"3","16","0","8","18,255","2,022"
"1","21","6","5","45,908,790","2,020"
"7","15","4","1","260,120","2,019"
"11","1","2","9","5,926,603","2,018"
"2","0","2","4","26,129","2,019"
"2","13","6","5","26,933","2,022"
"2","7","2","3","38,856","2,019"
"10","23","2","2","87","2,020"
"11","6","0","3","172,277.64355422133","2,021"
"3","5","5","3","959,876.38392297215","2,022"
"6","23","4","9","4,923,666.29844101341","2,021"
"3","19","2","2","8,198","2,021"
"2","20","4","3","173,303","2,021"
"1","23","1","10","17,756","2,022"
"2","1","2","8","8,624","2,019"
"12","14","4","5","50,140","2,018"
"11","4","4","1","44,939.88108853205","2,020"
"10","1","5","7","13","2,020"
"1","10","0","1","16,397","2,020"
"6","21","5","1","934,534","2,019"
"6","2","6","4","6,011","2,019"
"1","21","0","3","366,401.55130578983","2,022"
"6","14","2","3","58,447.84196108408","2,020"
"8","22","3","5","177,620","2,021"
"4","12","2","1","7,984","2,018"
"8","0","3","7","0","2,018"
"8","10","4","5","6,758","2,021"
"9","13","2","5","102,617","2,021"
"12","22","6","7","432,436","2,018"
"4","20","3","8","23,592","2,018"
"6","8","4","1","93,634.8111646669","2,021"
"1","0","6","7","169,554","2,019"
"1","0","5","4","3,039","2,021"
"2","4","3","8","1,705","2,020"
"10","13","3","5","339,675","2,019"
"5","18","2","8","81,885","2,019"
"7","5","1","3","236,360","2,019"
"5","23","2","1","141,849","2,020"
"6","2","6","9","8,507,017.59136990576","2,021"
"2","23","5","1","405,272.90488923124","2,021"
"4","15","6","10","17,342","2,020"
"7","6","0","4","752.85778636069","2,020"
"9","4","5","8","23,052","2,021"
"6","21","0","2","7,012.97570951915","2,021"
"3","10","1","5","19,646","2,019"
"1","5","3","10","7,753","2,020"
"10","1","3","2","4,211","2,018"
"1","1","3","2","0","2,021"
"6","20","2","0","15,324","2,018"
"3","14","5","9","594,552.11341021167","2,021"
"6","20","2","8","11,116","2,018"
"6","3","3","None","214","2,021"
"11","15","6","4","13,386.94207871418","2,021"
"1","10","3","1","1,337","2,022"
"6","14","5","5","186,037","2,019"
"4","20","6","8","341,842.55449433131","2,021"
"12","4","5","1","115,237","2,019"
"12","8","5","1","44,830","2,019"
"5","12","1","3","286,898","2,019"
"10","5","6","1","271,093.90558973936","2,020"
"5","14","0","7","20,877","2,019"
"1","1","4","7","0","2,021"
"6","17","6","1","113,972.87351640788","2,020"
"1","17","5","5","225,117","2,019"
"8","4","6","3","459,933.50540589736","2,020"
"1","3","2","3","212,731","2,019"
"2","10","6","5","10,290","2,020"
"7","22","3","8","131,941","2,019"
"12","1","6","5","155,451.18627968089","2,021"
"3","6","5","9","1,603,098.32974220155","2,020"
"10","13","3","4","3,429","2,019"
"2","0","1","3","653,164","2,019"
"6","4","4","2","27","2,020"
"11","19","1","10","115,396","2,018"
"10","18","4","10","10,879","2,020"
"10","4","6","5","714,572.44792900672","2,021"
"9","7","6","5","19,075","2,018"
"9","5","3","4","2,390","2,019"
"2","0","5","2","9,003","2,020"
"2","17","1","5","69,395","2,020"
"8","18","4","0","41,872","2,018"
"1","0","0","8","29,257","2,021"
"8","6","4","7","4,096","2,021"
"11","19","3","4","106,309","2,018"
"8","5","4","9","2,821,082.91896059766","2,020"
"9","20","2","5","113,705","2,018"
"2","17","6","7","17,227","2,020"
"6","16","3","0","11,375","2,018"
"4","21","6","3","219,051","2,020"
"2","12","5","None","133","2,020"
"9","22","1","10","29,229","2,018"
"7","13","2","10","12,476.06715555233","2,021"
"2","5","6","10","2,868","2,021"
"2","10","1","9","31,731.53661201068","2,021"
"3","9","5","1","51,654","2,022"
"7","8","3","1","36,260","2,019"
"5","13","3","5","32,371.07876409061","2,021"
"3","21","3","8","138,281.17509299289","2,022"
"8","17","6","3","833,457.9795371713","2,021"
"3","21","0","1","582,868","2,019"
"9","10","2","1","9,018","2,018"
"10","7","1","4","870","2,021"
"12","7","1","7","8,309","2,019"
"6","13","1","10","15,640","2,021"
"3","17","5","3","400,978.89159229017","2,020"
"8","3","1","5","73,769.29395283045","2,021"
"9","14","3","7","4,850","2,021"
"8","18","4","1","384,552","2,018"
"5","7","4","3","32,553","2,020"
"8","13","4","3","276,262","2,018"
"1","20","3","1","86,328","2,022"
"9","20","3","0","20,006","2,018"
"9","14","0","9","95,145,424","2,019"
"10","12","2","9","279,673.28907836407","2,021"
"7","5","1","3","166,264.04961877624","2,021"
"6","23","5","3","1,519,313","2,019"
"5","18","5","4","4,925","2,021"
"4","11","6","9","61,976.65613223605","2,022"
"8","18","3","7","10,587","2,021"
"8","20","0","9","3,042,981","2,019"
"1","1","3","1","122,506.40120409381","2,022"
"7","0","6","8","43,723","2,018"
"7","1","3","1","181,465","2,018"
"2","19","0","10","23,297","2,019"
"10","4","1","10","2,426","2,021"
"4","13","4","1","35,184","2,018"
"6","12","3","5","26,082","2,021"
"8","1","6","3","1,627,108.02782670637","2,021"
"2","21","4","7","56,283","2,019"
"12","23","1","3","274,266.56895060996","2,020"
"11","20","5","9","6,174,523.9173604477","2,021"
"6","12","5","4","2,093","2,019"
"1","4","5","5","293,125.44441195531","2,022"
"5","9","5","1","3,820","2,020"
"1","12","2","5","24,120","2,019"
"4","12","6","9","389,187","2,019"
"6","17","1","3","30,242","2,018"
"12","3","1","1","60,059","2,021"
"8","2","5","1","329,063","2,018"
"9","3","0","9","592,468","2,018"
"2","15","4","1","138,088","2,020"
"11","11","6","2","520","2,019"
"12","21","0","1","205,179.04017625238","2,020"
"11","11","6","3","53,984","2,018"
"8","1","6","9","9,940,968.42394581806","2,021"
"5","15","1","1","130,313.6705661246","2,021"
"3","8","6","3","228,749.44866664237","2,020"
"3","5","6","3","1,418,782","2,019"
"8","0","6","10","25,274","2,020"
"8","6","2","9","303,707","2,018"
"2","2","0","8","13,614","2,021"
"3","0","4","3","766,640.48554898379","2,021"
"10","10","3","7","55,821","2,020"
"11","19","1","7","25,441","2,019"
"3","18","1","8","72,308.42293448155","2,022"
"2","0","5","4","16,039","2,020"
"9","0","1","9","2,891,759","2,018"
"12","8","1","1","2,335","2,018"
"3","7","1","3","105,778.12563769523","2,020"
"8","8","6","3","214,925.30470235521","2,020"
"5","5","4","1","132,631","2,019"
"4","18","4","10","41,540","2,019"
"5","9","5","3","49,015","2,020"
"6","0","1","1","70,687","2,018"
"10","22","1","3","628,735","2,018"
"2","13","0","9","23,332,632","2,020"
"6","22","4","8","45,150","2,018"
"3","23","3","1","410,552.00481828337","2,021"
"9","12","3","7","14,981","2,019"
"10","5","4","3","507,976","2,019"
"7","15","0","1","167,336","2,019"
"8","22","0","5","194,425.69682259705","2,021"
"1","0","3","1","124,645.69806856643","2,021"
"1","0","6","3","799,854.1440446886","2,022"
"1","6","4","1","24,677","2,019"
"10","20","4","5","212,428","2,020"
"8","16","4","2","1,370","2,021"
"2","18","1","4","14,752","2,019"
"6","22","6","8","289,162","2,019"
"8","18","6","1","962,348","2,019"
"8","2","5","10","34,224","2,019"
"2","15","1","5","42,837.39937960762","2,022"
"1","22","6","1","659,784","2,019"
"12","10","2","1","10,895","2,020"
"2","3","4","3","211,047","2,020"
"8","23","2","6","1,114","2,021"
"10","0","5","1","404,565","2,019"
"8","19","3","8","21,697","2,021"
"10","6","5","1","159,392.63850573287","2,020"
"10","1","2","5","155,620","2,018"
"4","5","6","2","389","2,019"
"2","1","5","3","332,403.83581160888","2,021"
"2","3","6","3","80,144,353","2,020"
"11","13","5","4","933","2,020"
"3","21","6","8","69,740.81221117137","2,020"
"10","21","0","7","104,177","2,018"
"10","22","3","5","140,768.29678232576","2,020"
"3","1","2","7","35,846","2,019"
"6","7","3","1","50,554.54776012906","2,021"
"8","18","6","4","1,032","2,020"
"3","18","2","3","1,039,660","2,019"
"7","15","1","9","337,793.62692010805","2,020"
"6","10","5","4","460","2,019"
"8","4","2","0","20,230","2,018"
"9","22","5","7","79,877","2,018"
"6","11","3","7","4,197","2,021"
"2","14","4","2","14,521","2,020"
"3","8","3","9","233,791.95512054557","2,021"
"9","15","4","2","8,811","2,020"
"2","17","6","8","17,736","2,019"
"8","21","5","9","5,809,005.65867012745","2,021"
"3","2","2","9","3,585,554.89020103514","2,021"
"5","17","6","9","5,296,661.71918313585","2,021"
"2","18","2","2","326","2,021"
"11","9","0","4","595","2,021"
"2","0","1","9","1,851,938.78084194481","2,022"
"7","6","4","9","1,209,857.03620042719","2,020"
"5","2","0","8","27,609","2,019"
"1","17","2","9","694,779.8536304671","2,022"
"5","14","2","2","2,011","2,019"
"5","21","3","2","9,111","2,019"
"1","23","3","9","1,295,506.29519582367","2,021"
"5","20","0","8","101,361.52858301115","2,021"
"7","22","5","None","1,950","2,021"
"11","11","0","5","13,473","2,019"
"3","5","0","3","122,341.48496225006","2,020"
"10","16","4","3","622,955","2,019"
"4","9","2","9","10,429","2,020"
"10","15","1","10","17,160","2,021"
"1","6","4","1","45,729","2,020"
"3","22","2","1","222,677.72454035109","2,020"
"5","7","4","2","2,254","2,021"
"12","17","3","4","36,666","2,018"
"9","6","0","8","1,110","2,020"
"10","2","0","10","9,833","2,020"
"1","22","2","1","290,568","2,019"
"3","12","6","1","21,020.85865866618","2,021"
"12","20","2","0","40,924","2,018"
"2","21","5","1","1,118,121","2,019"
"4","10","5","10","2,861","2,021"
"10","21","2","5","195,200","2,021"
"7","15","5","10","3,132","2,020"
"8","23","2","3","559,060","2,018"
"10","13","6","4","5,717","2,019"
"4","17","3","5","110,239.34699847068","2,021"
"3","5","2","9","2,121,786.9202115039","2,022"
"12","18","2","3","259,831","2,018"
"6","18","4","8","4,094","2,020"
"11","19","5","9","241,649,535","2,019"
"8","14","3","5","33,740","2,020"
"5","22","6","7","58,386","2,019"
"7","19","3","8","78,713","2,019"
"2","22","1","5","166,596","2,019"
"10","15","2","4","672","2,021"
"10","2","6","10","75,394","2,020"
"3","15","4","8","4,557","2,019"
"2","21","3","8","3,198","2,020"
"1","17","2","2","1,767","2,022"
"8","14","2","1","157,051","2,018"
"7","14","5","10","3,018","2,019"
"8","23","0","1","236,912","2,018"
"1","22","6","8","41,137.1797212612","2,021"
