"Month","Hour","Day of Week","Council District (Start)","sum_trip_distance","Year (US/Central)"
"7","8","2","9","61,562","2,018"
"7","17","4","5","60,152","2,018"
"8","22","5","5","488,489.66933841604","2,021"
"8","17","4","5","282,182","2,018"
"9","19","6","8","170,569.15311400515","2,021"
"6","19","4","None","240","2,021"
"5","21","2","1","61,536","2,018"
"3","16","3","10","13,952","2,020"
"11","22","0","10","21,624","2,020"
"6","22","1","5","360,119.40523028266","2,021"
"7","4","6","7","15,204","2,021"
"10","20","4","4","4,924","2,019"
"12","5","4","1","16,491","2,020"
"7","23","1","3","291,472","2,018"
"9","22","5","7","6,060","2,020"
"1","9","2","4","10,164","2,020"
"5","1","3","5","157,480","2,020"
"4","9","5","10","3,319","2,021"
"12","6","4","3","389,626.84973698099","2,021"
"8","21","1","2","816","2,021"
"5","15","3","9","58,115","2,018"
"3","4","0","4","4,044","2,022"
"12","18","4","9","24,668,346","2,019"
"12","18","2","4","37,568","2,018"
"5","14","0","1","106,907.33661491869","2,021"
"6","11","1","9","334,221","2,019"
"12","16","4","7","190","2,020"
"7","9","2","4","1,375","2,020"
"3","0","5","7","97,056","2,019"
"7","5","0","3","313,242","2,019"
"2","20","1","8","106,321","2,019"
"7","4","5","9","351,917","2,018"
"1","13","3","None","172,000","2,022"
"7","23","5","3","1,525,567.15950637563","2,021"
"12","15","6","5","5,675","2,020"
"10","2","4","4","12,384","2,020"
"9","20","5","9","8,972,293.32690714373","2,020"
"4","2","4","4","1,080","2,018"
"2","7","2","5","30,221","2,019"
"6","11","3","5","11,712","2,021"
"9","4","1","7","3,844","2,020"
"11","17","1","1","45,923.25244941462","2,020"
"9","0","0","7","47,822","2,019"
"4","9","4","5","9,590","2,021"
"8","10","1","3","73,384","2,021"
"9","5","3","9","580,879.05259017098","2,020"
"7","8","4","1","13,964","2,020"
"11","20","3","0","310,552","2,018"
"2","20","2","5","22,792,336.73008903243","2,020"
"5","6","0","8","17,195","2,021"
"4","14","0","10","34,444","2,019"
"3","1","6","7","30,429","2,022"
"9","0","1","4","3,992","2,018"
"7","1","5","9","7,454,875","2,019"
"3","16","6","3","525,082.1101503082","2,021"
"12","7","3","1","10,632","2,019"
"11","3","1","8","6,370","2,020"
"9","1","3","3","648,534.69199968966","2,021"
"3","10","0","5","20,859","2,019"
"10","12","2","3","92,389","2,021"
"11","23","6","5","484,882.3224744989","2,020"
"3","8","0","3","27,333.67820839389","2,021"
"1","1","2","4","26,669","2,019"
"7","4","6","10","11,119","2,021"
"2","0","5","3","876,347","2,019"
"5","14","0","8","14,323","2,021"
"10","0","1","5","22,978,216","2,019"
"5","1","6","0","14,330","2,018"
"1","13","4","8","2,646","2,020"
"1","17","1","9","453,125.89346011407","2,021"
"10","17","4","9","203,908,846","2,019"
"3","16","4","7","7,680","2,020"
"2","7","3","2","2,226","2,019"
"3","10","0","9","133,244.89613120131","2,020"
"3","21","5","None","993","2,021"
"9","14","1","5","180,797","2,019"
"9","21","5","None","1,230","2,021"
"9","3","2","4","11,688","2,021"
"1","21","2","5","130,256","2,019"
"11","23","6","7","9,028","2,021"
"3","4","5","10","7,116","2,022"
"6","4","5","5","400,901.75945359612","2,021"
"3","5","3","2","10,524","2,019"
"10","13","2","10","9,159","2,018"
"12","2","1","5","128,684","2,019"
"4","0","4","8","28,457","2,018"
"2","18","4","5","218,848","2,019"
"7","19","5","5","718,690.74616585265","2,021"
"12","18","1","5","184,330","2,019"
"6","7","5","1","167,053.24559764917","2,020"
"9","12","4","3","93,509","2,018"
"7","8","5","10","6,595","2,021"
"2","5","4","5","49,925","2,019"
"6","4","4","4","2,716","2,021"
"9","19","3","7","23,421","2,021"
"4","1","0","1","476,506","2,019"
"10","3","4","7","299","2,021"
"4","18","0","2","13,753","2,019"
"2","22","2","7","42,215","2,019"
"6","13","1","3","43,126","2,018"
"3","19","2","2","13,306.96475267493","2,020"
"9","12","2","4","2,754","2,021"
"3","9","4","3","23,139","2,020"
"8","5","5","5","304,076.56779831798","2,020"
"8","14","5","9","1,323,669","2,018"
"2","21","4","6","920","2,021"
"7","22","0","10","35,141","2,019"
"11","5","5","7","3,487","2,021"
"4","4","2","9","7,481","2,018"
"7","6","2","7","23,266","2,020"
"7","1","2","2","1,675","2,018"
"4","0","4","None","35,340","2,022"
"10","20","2","8","5,196","2,020"
"12","20","1","3","542,193","2,018"
"5","13","5","9","75,332","2,020"
"12","22","3","7","6,854","2,021"
"5","18","0","9","136,681,585","2,020"
"12","15","6","2","215","2,019"
"1","21","6","3","1,426,166","2,019"
"8","3","0","8","51,725","2,020"
"7","23","6","7","5,082","2,020"
"7","21","1","10","15,265.38516965219","2,021"
"5","6","4","8","6,935","2,019"
"5","23","5","2","2,697","2,021"
"10","17","6","10","174,100","2,018"
"5","4","0","2","12,372","2,021"
"3","9","6","3","286,346.59868598811","2,022"
"5","2","3","7","9,296","2,019"
"5","12","3","3","148,858.12818858739","2,021"
"11","23","3","5","182,251.30268611198","2,021"
"2","5","5","10","4,627","2,022"
"7","11","6","9","202,924","2,019"
"3","21","0","4","1,571","2,020"
"8","18","0","7","2,539","2,018"
"7","8","0","7","2,613","2,021"
"12","18","3","7","9,462","2,019"
"5","14","1","9","2,151,346","2,019"
"4","10","6","9","346,273","2,019"
"6","3","6","1","289,271.05145442067","2,020"
"7","22","0","1","86,915.00121368324","2,020"
"9","12","0","8","942","2,019"
"3","20","6","5","497,976.36527475097","2,021"
"2","2","4","1","69,696.44557005859","2,022"
"7","5","4","7","1,330","2,019"
"4","3","5","10","741","2,022"
"7","15","3","10","16,511","2,021"
"3","18","4","5","86,634","2,020"
"3","13","0","10","41,754","2,019"
"5","4","0","1","106,314","2,020"
"4","1","4","1","76,231","2,022"
"11","15","2","1","50,925.40371466757","2,021"
"3","17","2","9","1,768,989.96505764603","2,021"
"10","2","4","8","15,221","2,021"
"4","13","2","9","2,273,904","2,019"
"4","1","0","9","1,400,260.03228809024","2,022"
"10","18","3","4","18,600","2,018"
"4","16","0","5","176,956","2,019"
"9","15","3","10","3,108","2,018"
"1","19","5","8","125,296","2,020"
"10","4","3","1","7,184","2,018"
"9","15","4","4","24,830","2,019"
"5","17","6","2","6,515","2,021"
"4","9","4","9","11,666","2,020"
"8","23","4","5","237,338.9904335444","2,020"
"6","17","4","7","30,397.82456454356","2,021"
"10","14","1","8","4,220","2,020"
"11","11","5","1","4,881","2,018"
"7","5","4","4","3,316","2,019"
"3","15","1","3","105,544.92591944119","2,021"
"8","1","2","9","5,945,065.57591351941","2,020"
"5","21","5","7","13,569","2,019"
"12","23","6","5","250,522.48043365487","2,021"
"3","9","2","9","246,535.65854673806","2,021"
"6","20","3","7","1,142","2,021"
"8","4","3","9","2,719,049.8918178442","2,020"
"4","6","3","9","24,812","2,018"
"6","17","4","2","3,414","2,021"
"12","7","6","2","143","2,019"
"12","15","2","1","99,582","2,018"
"11","7","0","8","896","2,021"
"6","22","4","10","32,749","2,021"
"9","13","5","0","4,007","2,018"
"10","21","0","3","354,523","2,018"
"2","14","5","2","16","2,020"
"3","18","5","3","1,011,980.13430831877","2,021"
"9","19","1","10","18,452","2,018"
"6","0","3","9","1,233,998.37898234303","2,020"
"8","16","1","1","178,765","2,018"
"7","1","5","9","1,972,487","2,018"
"8","13","2","5","375,047","2,019"
"8","11","0","3","68,336","2,019"
"10","14","0","9","184,909,150","2,019"
"4","0","0","4","15,705","2,020"
"5","13","2","1","7,167","2,020"
"1","2","2","6","8","2,019"
"5","15","3","5","75,739.23889312095","2,021"
"10","11","4","5","5,734","2,020"
"1","3","4","5","122,955","2,019"
"9","22","5","9","8,198,866.24096696634","2,021"
"6","19","1","None","5,271","2,021"
"1","17","6","2","18,939","2,020"
"9","16","0","3","275,496.51407563997","2,020"
"9","14","4","8","1,532","2,020"
"6","9","0","2","13,898","2,021"
"12","17","3","5","42,346","2,020"
"6","1","2","0","15,725","2,018"
"12","17","6","3","211,290.92467173282","2,020"
"5","0","5","10","55,438.52951578189","2,021"
"4","0","4","1","79,004","2,020"
"6","16","2","4","11,840","2,019"
"6","1","2","9","3,933,026.38025204974","2,021"
"7","17","3","10","12,043","2,019"
"10","0","2","4","3,675","2,020"
"1","11","0","5","3,543.19124932799","2,021"
"11","4","1","2","3,645","2,020"
"11","3","1","10","11,638","2,021"
"12","17","0","5","31,715","2,020"
"8","4","5","10","4,921","2,020"
"7","17","4","8","37,392.41651416134","2,021"
"9","22","0","8","45,789","2,018"
"2","18","5","5","91,259,241.98372682018","2,020"
"7","4","3","10","3,086","2,020"
"1","4","4","10","18","2,021"
"5","3","5","4","1,543","2,020"
"10","6","6","9","3,277,056","2,019"
"3","0","4","10","175,683","2,019"
"3","17","6","3","23,089,620.05074719604","2,020"
"8","23","3","3","268,449.11261574451","2,020"
"4","16","1","4","8,728","2,020"
"1","5","4","3","239,435","2,019"
"1","7","4","4","8,401","2,021"
"12","8","5","10","6,763","2,018"
"9","2","4","9","1,818,431","2,018"
"9","4","4","1","60,284","2,018"
"11","14","1","10","7,155","2,021"
"5","13","3","9","465,143.12090064197","2,021"
"2","1","3","3","26,846,489","2,019"
"11","17","6","8","39,033","2,021"
"8","1","2","9","26,973,938","2,019"
"10","21","2","2","3,646","2,018"
"1","19","2","2","3,808","2,022"
"9","18","6","3","473,639.84758951224","2,020"
"2","3","0","7","22,752","2,020"
"9","0","0","2","6,854","2,018"
"7","19","1","5","290,341","2,019"
"3","13","5","7","8,538","2,022"
"10","13","1","5","285,416","2,019"
"4","6","5","8","1,801","2,019"
"12","15","1","5","3,043","2,020"
"4","15","0","3","59,132","2,020"
"11","15","1","2","3,447","2,018"
"2","16","1","9","1,683,354","2,019"
"1","6","6","None","10,000","2,022"
"3","14","2","4","4,006","2,020"
"3","15","2","1","88,463.92309710479","2,020"
"4","14","0","9","3,534,924","2,019"
"7","4","3","5","365,538","2,019"
"3","11","6","9","211,644.25478626578","2,021"
"5","12","3","4","8,011","2,019"
"4","16","5","10","16,953","2,021"
"9","1","5","9","4,983,198","2,018"
"3","12","0","9","656,641","2,019"
"2","15","6","2","1,995","2,022"
"2","8","2","4","20","2,020"
"2","16","5","7","3,979","2,019"
"3","1","6","1","1,197,720","2,019"
"3","22","4","2","7,284","2,021"
"7","23","3","8","25,803.6178684001","2,020"
"6","19","3","9","1,199,887","2,018"
"1","3","5","4","9,025","2,020"
"7","1","2","8","47,319","2,018"
"9","14","5","3","133,179.29859837139","2,020"
"9","2","3","7","11,884","2,018"
"12","13","4","10","1,642","2,020"
"3","12","5","9","73,062","2,020"
"9","15","4","9","72,266,079","2,019"
"6","4","4","None","261","2,021"
"5","21","5","5","77,928","2,018"
"11","14","5","5","45,479,938","2,019"
"9","22","2","8","4,139","2,020"
"12","22","5","10","27,068","2,019"
"4","2","4","3","42,815","2,018"
"11","12","6","9","117,133","2,019"
"9","4","1","1","29,329","2,018"
"8","19","6","8","35,612.69941182078","2,020"
"4","2","1","3","197,851","2,020"
"11","23","3","4","8,569","2,019"
"4","12","0","2","697","2,022"
"3","13","2","1","13,711","2,021"
"3","1","4","5","641,514","2,019"
"11","2","6","10","54,696","2,018"
"3","1","2","8","10,574","2,020"
"2","2","5","9","93,855,269.71845304644","2,020"
"10","10","6","9","110,450","2,018"
"2","9","6","4","1,702","2,022"
"12","7","4","9","370,393.05141829555","2,020"
"8","17","3","2","6,635","2,018"
"12","12","3","3","50,168","2,019"
"1","22","5","2","35,077","2,019"
"10","16","4","5","223,190.8549263393","2,021"
"7","23","3","0","35,105","2,018"
"12","6","6","9","1,311,206","2,018"
"12","10","6","4","531","2,019"
"8","10","6","10","1,028","2,019"
"4","10","5","1","21,164","2,019"
"1","0","3","7","57","2,021"
"6","10","4","4","6,448","2,021"
"8","20","5","5","1,075,836","2,019"
"7","14","2","10","13,157","2,021"
"2","3","0","2","5,042","2,022"
"1","7","3","3","50,821.1825755359","2,022"
"1","23","4","4","18,421","2,022"
"3","9","3","3","88,716.15066923894","2,021"
"12","19","3","None","3,598","2,020"
"7","17","1","1","130,826.54821489789","2,021"
"12","18","4","5","159,348.16280078548","2,021"
"9","20","3","5","76,743.04996332089","2,020"
"6","13","2","5","7,176","2,020"
"3","2","6","2","10,877","2,020"
"6","4","0","9","27,164","2,018"
"5","12","3","7","9,962","2,019"
"1","7","6","7","6,365","2,022"
"10","23","0","10","28,140","2,018"
"6","17","5","None","3,819","2,021"
"3","14","4","9","521,070.06134870044","2,021"
"1","15","3","8","7,246","2,020"
"12","9","5","1","10,600","2,020"
"8","15","5","9","58,325,281.04958283901","2,020"
"10","18","1","8","40,453","2,021"
"5","0","6","5","23,617","2,018"
"11","15","5","4","9,666","2,019"
"1","7","0","1","16,049.47903668129","2,022"
"2","3","5","None","7,209","2,019"
"10","15","5","10","10,868","2,020"
"10","16","6","9","4,752,189.95770468289","2,020"
"4","18","3","9","1,645,850","2,018"
"12","16","0","4","9,764","2,019"
"7","12","0","7","2,357","2,021"
"11","17","6","3","546,760.42916384306","2,020"
"9","15","1","9","999,988.1091505373","2,021"
"4","14","0","1","4,620","2,020"
"6","10","0","9","160,282.11789710774","2,021"
"1","17","5","9","2,110,397.46741026431","2,022"
"4","21","6","9","1,879,618.51615979047","2,022"
"12","17","3","1","255,089","2,018"
"11","16","4","8","11,563","2,018"
"6","16","6","9","3,441,489.26763110579","2,021"
"12","20","2","10","21,672","2,018"
"6","23","0","1","86,988","2,018"
"5","13","4","2","1,631","2,019"
"2","6","6","10","0","2,021"
"8","6","0","5","127,882.68030852137","2,021"
"12","22","2","5","148,664","2,019"
"9","16","1","2","0","2,018"
"1","20","5","7","12,425","2,020"
"3","19","5","7","7,493","2,021"
"10","2","5","0","52,952","2,018"
"9","11","3","5","26,777","2,019"
"7","4","1","6","1,405","2,018"
"5","12","2","9","1,181,128","2,019"
"9","15","4","10","11,882","2,021"
"12","22","2","5","142,565","2,018"
"6","20","6","0","12,721","2,018"
"3","11","0","None","366,700","2,022"
"2","11","6","9","145,865.81606542272","2,022"
"3","6","4","9","3,668,143.66039625594","2,022"
"2","20","0","9","2,519,515.23871722147","2,022"
"2","15","4","9","69,747,752","2,020"
"11","19","1","5","148,812","2,019"
"1","12","0","2","242","2,019"
"7","3","2","9","2,954,418.28394148453","2,021"
"8","9","3","1","36,996","2,019"
"4","13","5","4","3,000","2,022"
"12","11","1","3","17,969","2,021"
"9","7","1","7","6,992","2,021"
"7","7","5","1","116,200.98428127251","2,020"
"2","16","4","9","2,160,484","2,019"
"6","0","0","4","5,358","2,021"
"8","22","3","4","12,783","2,021"
"12","22","5","3","495,190.10540559245","2,020"
"5","7","1","7","941","2,019"
"1","2","0","2","10,404","2,019"
"12","16","3","5","71,206","2,021"
"8","16","0","4","6,182","2,021"
"8","22","3","7","2,493","2,020"
"6","2","1","4","10,447","2,021"
"2","22","5","5","223,622.19727599651","2,021"
"3","16","4","4","10,672","2,021"
"3","18","5","None","12,157","2,021"
"7","5","0","7","15,053","2,019"
"5","7","6","1","327,280","2,019"
"3","22","4","4","5,508","2,020"
"7","20","6","10","108,940","2,019"
"9","13","1","2","3,140","2,020"
"6","8","4","7","12,154","2,021"
"5","23","3","10","20,423","2,021"
"6","22","5","8","414,983","2,019"
"10","8","1","7","3,571","2,019"
"5","1","0","3","1,194,672","2,019"
"4","14","6","6","786","2,019"
"7","14","6","10","35,787","2,019"
"1","15","5","4","1,031","2,021"
"5","5","1","9","23,063,501","2,020"
"11","15","3","3","183,251.4172664332","2,021"
"8","14","1","9","333,853.35625964619","2,020"
"8","17","0","7","17,240","2,018"
"7","17","3","5","150,644.1197820443","2,021"
"5","9","0","9","31,175","2,020"
"1","17","4","9","1,094,033.70919067863","2,021"
"2","13","1","4","5,417","2,022"
"5","18","3","1","27,874","2,018"
"11","7","5","5","34,371","2,019"
"1","18","0","4","1,252","2,021"
"2","15","5","3","40,670.12947615699","2,021"
"10","2","5","4","18","2,018"
"12","20","5","5","204,287.97907872388","2,020"
"2","11","1","4","4,200","2,020"
"3","10","3","3","66,999","2,022"
"8","15","2","10","11,028","2,020"
"5","14","1","3","126,572","2,021"
"11","9","5","9","414,717","2,018"
"3","6","6","3","934,816","2,019"
"12","13","2","1","35,777","2,018"
"10","13","5","10","16","2,020"
"1","19","5","7","152,996","2,019"
"8","20","1","7","9,885","2,021"
"7","16","2","1","43,346","2,018"
"9","15","0","1","68,419.93824238999","2,020"
"6","20","0","None","36","2,021"
"9","8","1","9","24,347","2,018"
"4","17","2","3","450,287","2,019"
"7","10","5","10","1,930","2,019"
"1","20","1","10","11,363","2,020"
"1","3","3","1","108,803","2,019"
"1","12","3","5","11,864","2,022"
"12","20","2","1","101,525.89945825476","2,020"
"4","11","2","2","3,399","2,021"
"4","19","3","7","6,812","2,020"
"12","0","3","8","24,459","2,019"
"4","0","3","1","76,083","2,020"
"3","1","6","5","784,178","2,019"
"9","11","5","4","2,579","2,018"
"12","15","0","4","22,713","2,018"
"4","11","2","3","82,376","2,020"
"10","20","2","3","587,977","2,019"
"4","7","0","3","9,853","2,020"
"8","19","1","2","2,037","2,018"
"9","8","2","1","19,766","2,021"
"3","4","6","1","158,294.00827882339","2,020"
"5","3","3","2","12,119","2,021"
"11","10","5","5","7,823","2,020"
"2","23","1","1","260,938.37517016384","2,020"
"4","0","3","3","201,742","2,020"
"11","21","1","1","143,739.97806637569","2,021"
"3","21","3","10","49,737","2,022"
"6","6","4","7","6,862","2,019"
"7","16","0","1","198,967.91392987307","2,021"
"11","19","3","5","129,707.0082522639","2,021"
"12","8","3","5","2,588","2,019"
"4","19","4","4","24,397","2,021"
"10","2","1","3","406,670.61961745729","2,021"
"6","22","6","4","6,559","2,019"
"3","11","3","5","13,979","2,019"
"1","10","6","9","344,670","2,020"
"12","16","2","10","3,614","2,019"
"7","16","3","9","888,927.49183809026","2,020"
"5","15","3","3","1,581","2,018"
"7","20","6","5","228,288.28629685362","2,020"
"9","14","3","9","27,361,553","2,019"
"9","0","3","7","7,523","2,019"
"8","20","1","5","145,743.39072042355","2,021"
"1","5","4","7","15,001","2,019"
"6","18","1","2","4,744","2,020"
"12","20","6","2","15,571","2,019"
"3","17","2","5","49,911","2,020"
"3","18","1","7","35,604","2,019"
"11","8","6","2","1,828","2,018"
"10","19","6","7","6,173","2,019"
"8","5","2","1","37,272","2,019"
"4","19","1","10","8,970","2,021"
"10","11","4","3","40,578.16493061665","2,020"
"4","2","3","3","565,782.9679986018","2,021"
"8","11","3","4","4,399","2,021"
"8","13","2","None","13,354,705","2,021"
"4","20","3","3","508,555.72384297773","2,021"
"6","13","6","3","6,065","2,018"
"4","1","4","10","80,974","2,019"
"4","2","4","1","19,954","2,018"
"9","3","4","10","13,639","2,019"
"11","15","4","8","13,885","2,021"
"12","4","0","10","4,119","2,019"
"3","0","2","2","4,695","2,019"
"5","10","2","2","1,990","2,020"
"9","13","5","9","865,033.73169196127","2,021"
"6","21","0","4","14,005","2,021"
